Name,Address,Zipcode,Zip,City,County,State,Country,Timezone,Area Code
Mercy Behavioral Healthcare,1113 Murfreesboro RoadSuite 319Franklin, TN 37065,37065,Franklin,Williamson,Tennessee,US,America/Chicago,615
Rolling Hills Hospital,2014 Quail Hollow CircleFranklin, TN 37067,37067,Franklin,Williamson,Tennessee,US,America/Chicago,615
Volunteer BH Care Systems,The Guidance Center1915 Columbia AvenueFranklin, TN 37064,37064,Franklin,Williamson,Tennessee,US,America/Chicago,615
Centerstone Sumner County,332 Sumner Hall DriveGallatin, TN 37066,37066,Gallatin,Sumner,Tennessee,US,America/Chicago,615
Volunteer BH Care Systems,Cumberland Mental Health Services510 East Main StreetGallatin, TN 37066,37066,Gallatin,Sumner,Tennessee,US,America/Chicago,615
Daybreak Treatment Center,2262 South Germantown RoadGermantown, TN 38138,38138,Germantown,Shelby,Tennessee,US,America/Chicago,901
Frontier Health,Nolachuckey Holston Area MH Center401 Holston DriveGreeneville, TN 37743,37743,Greeneville,Greene,Tennessee,US,America/New_York,423
Frontier Health,Victory Center616 East Church StreetSuite AGreeneville, TN 37743,37743,Greeneville,Greene,Tennessee,US,America/New_York,423
Frontier Health,Church Street Pavilion616 East Church StreetSuite AGreeneville, TN 37745,37745,Greeneville,Greene,Tennessee,US,America/New_York,423
Takoma Regional Hospital,Behavioral Health401 Takoma AvenueGreeneville, TN 37743,37743,Greeneville,Greene,Tennessee,US,America/New_York,423
Ridgeviews Louise Singleton Center,308 Devonia StreetHarriman, TN 37748,37748,Harriman,Roane,Tennessee,US,0,"8,65,423"
Quinco Community MH Center,Chester County Counseling Center925 East Main StreetHenderson, TN 38340,38340,Henderson,Chester,Tennessee,US,America/Chicago,731
Volunteer BH Care Systems,Cumberland Mental Health Services133 Indian Lake RoadSuite 103Hendersonville, TN 37075,37075,Hendersonville,Sumner,Tennessee,US,America/Chicago,615
Centerstone Lewis County,912 Summertown HighwayHohenwald, TN 38462,38462,Hohenwald,Lewis,Tennessee,US,America/Chicago,"9,31,615"
Baptist Memorial Hospital-Huntingdon,Senior Care631 RB Wilson DriveHuntingdon, TN 38344,38344,Huntingdon,Carroll,Tennessee,US,America/Chicago,731
Community Health of East Tennessee Inc,507 Main StreetJacksboro, TN 37757,37757,Jacksboro,Campbell,Tennessee,US,America/New_York,423
Health Connect America Inc,Jackson60 Lynoak CoveSuite BJackson, TN 38305,38305,Jackson,Madison,Tennessee,US,America/Chicago,731
Pathways Employee Assistance Program,33 Directors RowJackson, TN 38305,38305,Jackson,Madison,Tennessee,US,America/Chicago,731
Quinco Community MH Center,Madison County Counseling Center45 Executive DriveJackson, TN 38305,38305,Jackson,Madison,Tennessee,US,America/Chicago,731
West Tennessee Healthcare,Pathways Behavioral Health Services238 Summar DriveJackson, TN 38301,38301,Jackson,Madison,Tennessee,US,America/Chicago,"7,31,901"
Camelot Care Centers,Jasper102 Betsy Pack DriveSuite AJasper, TN 37347,37347,Jasper,Marion,Tennessee,US,America/Chicago,423
Parkridge West,Mountainview Treatment Center1000 Highway 28Jasper, TN 37347,37347,Jasper,Marion,Tennessee,US,America/Chicago,423
Volunteer BH Care Systems,Mountain Valley Mental Health Center215 Hickman RoadJasper, TN 37347,37347,Jasper,Marion,Tennessee,US,America/Chicago,423
Behavioral Health and Wellness Clinic,1193 Jack Vest DriveJohnson City, TN 37614,37614,Johnson City,Washington,Tennessee,US,America/New_York,423
Frontier Health,The Crisis Stabilization Unit200 West Fairview AvenueJohnson City, TN 37604,37604,Johnson City,Washington,Tennessee,US,America/New_York,"4,23,615"
Frontier Health,Victory Center Johnson City2243 Eddie Williams RoadJohnson City, TN 37601,37601,Johnson City,Washington,Tennessee,US,America/New_York,423
Frontier Health,Watauga Behavioral Health Services109 West Watauga AvenueJohnson City, TN 37604,37604,Johnson City,Washington,Tennessee,US,America/New_York,"4,23,615"
Gibson Place,Independent Living Inc208-210 Quarry RoadJohnson City, TN 37601,37601,Johnson City,Washington,Tennessee,US,America/New_York,423
Health Connect America at Johnson City,2700 South Roan StreetSuite 105Johnson City, TN 37601,37601,Johnson City,Washington,Tennessee,US,America/New_York,423
MSHA Woodridge Hospital,Intensive Outpatient Program403 North State of Franklin RoadWoodridge HospitalJohnson City, TN 37604,37604,Johnson City,Washington,Tennessee,US,America/New_York,"4,23,615"
Camelot Care Centers Kingsport,2971 Fort Henry DriveKingsport, TN 37664,37664,Kingsport,Sullivan,Tennessee,US,America/New_York,423
Frontier Health,Holston Children and Youth Services2001 Stonebrook PlaceKingsport, TN 37660,37660,Kingsport,Sullivan,Tennessee,US,America/New_York,"4,23,615"
Frontier Health,Holston Counseling Center1570 Waverly RoadKingsport, TN 37664,37664,Kingsport,Sullivan,Tennessee,US,America/New_York,423
Frontier Health,Victory Center Kingsport2017 Stonbrook PlaceKingsport, TN 37660,37660,Kingsport,Sullivan,Tennessee,US,America/New_York,"4,23,615"
Kingston Academy,183 Fiddlers LaneKingston, TN 37763,37763,Kingston,Roane,Tennessee,US,America/New_York,865
Alternative Counseling Center LLC,3105 Essary DriveKnoxville, TN 37918,37918,Knoxville,Knox,Tennessee,US,America/New_York,865
CenterPointe,5310 Ball Camp PikeKnoxville, TN 37921,37921,Knoxville,Knox,Tennessee,US,America/New_York,865
Cherokee Health Systems,5th Avenue538 West 5th AvenueKnoxville, TN 37917,37917,Knoxville,Knox,Tennessee,US,America/New_York,865
Cherokee Health Systems,Center City Office2018 Western AvenueKnoxville, TN 37921,37921,Knoxville,Knox,Tennessee,US,America/New_York,865
Cherokee Health Systems,East Knox2202 Martin Luther King Jr AvenueKnoxville, TN 37915,37915,Knoxville,Knox,Tennessee,US,America/New_York,865
Florence Crittenton Agency Inc,1531 Dick Lonas RoadCrittenton Center Building CKnoxville, TN 37909,37909,Knoxville,Knox,Tennessee,US,America/New_York,"4,23,865"
Helen Ross McNabb Center,Adult Clinical Services205 West Springdale AvenueKnoxville, TN 37917,37917,Knoxville,Knox,Tennessee,US,America/New_York,865
Helen Ross McNabb Center,Care Campus3006 Lake Brook BoulevardKnoxville, TN 37909,37909,Knoxville,Knox,Tennessee,US,America/New_York,"4,23,865"
Helen Ross McNabb Center,Child and Youth Center600 Arthur StreetKnoxville, TN 37921,37921,Knoxville,Knox,Tennessee,US,America/New_York,865
Helen Ross McNabb Center,Developmental Disabilities Office424 Clark StreetKnoxville, TN 37921,37921,Knoxville,Knox,Tennessee,US,America/New_York,865
Helen Ross McNabb Center,John Tarleton Outpatient Services2455 Sutherland AvenueKnoxville, TN 37919,37919,Knoxville,Knox,Tennessee,US,America/New_York,865
205 West Springdale Avenue,Knoxville, TN 37917,37917,Knoxville,Knox,Tennessee,US,America/New_York,865
Parkwest Medical Center,Senior Behavioral Health Unit9352 Park West BoulevardKnoxville, TN 37923,37923,Knoxville,Knox,Tennessee,US,America/New_York,865
Peninsula A Div of Parwest Med Ctr,Peninsula Outpatient Center1451 Dowell Springs BoulevardKnoxville, TN 37909,37909,Knoxville,Knox,Tennessee,US,America/New_York,"4,23,865"
University of Tennessee,Psychological Clinic600 Henley StreetConference Center Suite 208Knoxville, TN 37996,37996,Knoxville,Knox,Tennessee,US,America/New_York,865
Camelot of East TN,240 West Central AvenueSuite 10La Follette, TN 37766,37766,La Follette,Campbell,Tennessee,US,America/New_York,423
Helen Ross McNabb Center,Campbell County Outpatient Clinic503 West Central AvenueLa Follette, TN 37766,37766,La Follette,Campbell,Tennessee,US,America/New_York,423
Ridgeview,Campbell County Outpatient Clinic110 North Tennessee AvenueLa Follette, TN 37766,37766,La Follette,Campbell,Tennessee,US,America/New_York,423
Tennova LaFollette Medical Center,Senior Behavioral Health923 East Central AvenueLa Follette, TN 37766,37766,La Follette,Campbell,Tennessee,US,America/New_York,423
Volunteer BH Care Systems,Valley Ridge Mental Health Center907 Sycamore StreetLafayette, TN 37083,37083,Lafayette,Macon,Tennessee,US,America/Chicago,615
Centerstone Lawrence County,1090 Old Florence RoadLawrenceburg, TN 38464,38464,Lawrenceburg,Lawrence,Tennessee,US,0,931
LifeCare Family Services,225 Centennial BoulevardLawrenceburg, TN 38464,38464,Lawrenceburg,Lawrence,Tennessee,US,0,931
Ameri Kare Mental Health Agency,200 Signature PlaceLebanon, TN 37087,37087,Lebanon,Wilson,Tennessee,US,America/Chicago,615
Lebanon Academy,3065 Murfreesboro RoadLebanon, TN 37090,37090,Lebanon,Wilson,Tennessee,US,America/Chicago,615
LifeCare Family Services/Lebanon,1420 West Baddour ParkwaySuite 240Lebanon, TN 37087,37087,Lebanon,Wilson,Tennessee,US,America/Chicago,615
Tennova Healthcare Lebanon,McFarland Campus500 Park AvenueLebanon, TN 37087,37087,Lebanon,Wilson,Tennessee,US,America/Chicago,615
Volunteer BH Care Systems,Cumberland Mental Health Services1404 Winter DriveLebanon, TN 37087,37087,Lebanon,Wilson,Tennessee,US,America/Chicago,615
Cherokee Health Systems,Lenoir City Office501 Adesa ParkwaySuite A-150Lenoir City, TN 37771,37771,Lenoir City,Loudon,Tennessee,US,America/New_York,865
Helen Ross McNabb Center,Loudon County1475 Simpson Road WestSuite 2Lenoir City, TN 37771,37771,Lenoir City,Loudon,Tennessee,US,America/New_York,865
Peninsula Behavioral Health,Peninsula Outpatient Center423 Medical Park DriveSuite 400Lenoir City, TN 37772,37772,Lenoir City,Loudon,Tennessee,US,America/New_York,865
Centerstone Marshall County,1601 Nashville HighwayLewisburg, TN 37091,37091,Lewisburg,Marshall,Tennessee,US,0,931
Pathways Henderson County Office,759 West Church StreetSuite 7Lexington, TN 38351,38351,Lexington,Henderson,Tennessee,US,America/Chicago,"7,31,901"
Quinco Community MH Center,Henderson County Counseling Center844 Natchez Trace DriveLexington, TN 38351,38351,Lexington,Henderson,Tennessee,US,America/Chicago,"7,31,901"
Steppenstone Youth Treatment Center,110 Steppenstone BoulevardLimestone, TN 37681,37681,Limestone,Washington,Tennessee,US,0,423
Perry Community Hospital,2718 Squirrel Hollow DriveLinden, TN 37096,37096,Linden,Perry,Tennessee,US,America/Chicago,931
Livingston Regional Hospital,315 Oak StreetLivingston, TN 38570,38570,Livingston,Overton,Tennessee,US,America/Chicago,931
Volunteer BH Care Systems,Dale Hollow Mental Health Center501 Spruce StreetLivingston, TN 38570,38570,Livingston,Overton,Tennessee,US,America/Chicago,931
Peninsula A Div of Parwest Med Ctr,Peninsula Hospital2347 Jones Bend RoadLouisville, TN 37777,37777,Louisville,Blount,Tennessee,US,America/New_York,865
Village Behavioral Health,DBA The Village2431 Jones Bend RoadLouisville, TN 37777,37777,Louisville,Blount,Tennessee,US,America/New_York,865
Centerstone,Madison Office620 Gallatin Pike SouthMadison, TN 37115,37115,Madison,Davidson,Tennessee,US,America/Chicago,615
Tristar Skyline Madison,500 Hospital DriveMadison, TN 37115,37115,Madison,Davidson,Tennessee,US,America/Chicago,615
Volunteer BH Care Systems,Hiwassee Mental Health/Madisonville520 Cook StreetSuite IMadisonville, TN 37354,37354,Madisonville,Monroe,Tennessee,US,America/New_York,423
Generations Mental Health Center,Martin920 University StreetMartin, TN 38237,38237,Martin,Weakley,Tennessee,US,America/Chicago,"7,31,901"
Blount Memorial Hospital,Emotional Hlth and Recovery Ctr907 East Lamar Alexander ParkwayMaryville, TN 37804,37804,Maryville,Blount,Tennessee,US,America/New_York,865
Helen Ross McNabb Center,1704 East BroadwayMaryville, TN 37804,37804,Maryville,Blount,Tennessee,US,America/New_York,865
New Hope Blount County Childrens,Advocacy Center Inc212 Cates StreetMaryville, TN 37801,37801,Maryville,Blount,Tennessee,US,America/New_York,865
Peninsula Behavioral Health,Peninsula Outpatient Center210 Simmons StreetMaryville, TN 37801,37801,Maryville,Blount,Tennessee,US,America/New_York,865
Psychological and Counseling Services,601 Charles StreetMaryville, TN 37804,37804,Maryville,Blount,Tennessee,US,America/New_York,865
Cherokee Health Systems,4330 Maynardville HighwayMaynardville, TN 37807,37807,Maynardville,Union,Tennessee,US,America/New_York,865
Volunteer BH Care Systems,CHEER Mental Health Center120 Omni DriveMcMinnville, TN 37110,37110,Mcminnville,Warren,Tennessee,US,America/Chicago,931
Brenda Richardson,Memorial Care Home LLC2788 Ketchum RoadMemphis, TN 38114,38114,Memphis,Shelby,Tennessee,US,America/Chicago,901
Camelot Care Centers Inc,1910 Nonconnah BoulevardSuite 106Memphis, TN 38132,38132,Memphis,Shelby,Tennessee,US,America/Chicago,901
Case Management Inc,14 North Bellevue BoulevardMemphis, TN 38104,38104,Memphis,Shelby,Tennessee,US,America/Chicago,"9,01,615"
Case Management Inc,3171 Directors Row StreetMemphis, TN 38131,38131,Memphis,Shelby,Tennessee,US,America/Chicago,901
Compass Intervention Center,7900 Lowrance RoadMemphis, TN 38125,38125,Memphis,Shelby,Tennessee,US,America/Chicago,901
Healing Arts Research Training Center,The Hart Center1384 Madison AvenueMemphis, TN 38104,38104,Memphis,Shelby,Tennessee,US,America/Chicago,"9,01,615"
Health Connect America Inc,Memphis5118 Park AvenueSuite 500Memphis, TN 38117,38117,Memphis,Shelby,Tennessee,US,America/Chicago,901
LaPaloma Treatment Center/Lamar,2009 Lamar AvenueMemphis, TN 38114,38114,Memphis,Shelby,Tennessee,US,America/Chicago,901
Lakeside Behavioral Health System,2911 Brunswick RoadMemphis, TN 38133,38133,Memphis,Shelby,Tennessee,US,America/Chicago,901
Memphis VAMC,Memphis VA Clinic/North3461 Austin Peay HighwayMemphis, TN 38128,38128,Memphis,Shelby,Tennessee,US,America/Chicago,901
Memphis VAMC,Mental Health Service (116A)1030 Jefferson AvenueMemphis, TN 38104,38104,Memphis,Shelby,Tennessee,US,America/Chicago,"9,01,615"
Saint Francis Hospital,Behavioral Health Services5959 Park AvenueMemphis, TN 38119,38119,Memphis,Shelby,Tennessee,US,America/Chicago,"9,01,615"
Serenity Recovery Centers Inc,1168 Poplar AvenueMemphis, TN 38105,38105,Memphis,Shelby,Tennessee,US,America/Chicago,901
UT Boling Child Development Center,Child and Adolescent Psychiatry711 Jefferson AvenueSuite 162Memphis, TN 38105,38105,Memphis,Shelby,Tennessee,US,America/Chicago,901
Pathways Gibson County Office,4039 Highland StreetSuite A-2Milan, TN 38358,38358,Milan,Gibson,Tennessee,US,America/Chicago,731
Professional Care Services Inc,Millington5281 Navy RoadMillington, TN 38053,38053,Millington,Shelby,Tennessee,US,America/Chicago,901
Generations Mental Health Center,5736 Manchester HighwayMorrison, TN 37357,37357,Morrison,Warren,Tennessee,US,0,931
Camelot Care Centers,Morristown1135 West 3rd North StreetSuite BMorristown, TN 37814,37814,Morristown,Hamblen,Tennessee,US,America/New_York,"4,23,865"
Cherokee Health Systems,Morristown Office815 West 5th North StreetMorristown, TN 37814,37814,Morristown,Hamblen,Tennessee,US,America/New_York,"4,23,865"
Health Connect America Inc,Morristown807 West 1st North StreetMorristown, TN 37814,37814,Morristown,Hamblen,Tennessee,US,America/New_York,"4,23,865"
Helen Ross McNabb Center,320 West 3rd North StreetMorristown, TN 37814,37814,Morristown,Hamblen,Tennessee,US,America/New_York,"4,23,865"
Helen Ross McNabb Center,Hamblen County Center310 West 3rd North StreetMorristown, TN 37814,37814,Morristown,Hamblen,Tennessee,US,America/New_York,"4,23,865"
Morristown Hamblen Healthcare System,The Center for Behavioral Health908 West 4th North StreetMorristown, TN 37814,37814,Morristown,Hamblen,Tennessee,US,America/New_York,"4,23,865"
Frontier Health,Johnson County Counseling Center318 Donnelly StreetMountain City, TN 37683,37683,Mountain City,Johnson,Tennessee,US,America/New_York,423
Mountain Youth Academy,332 Hospital RoadMountain City, TN 37683,37683,Mountain City,Johnson,Tennessee,US,America/New_York,423
Cedar Grove,Residential Treatment Facility1640 Lascassas PikeMurfreesboro, TN 37130,37130,Murfreesboro,Rutherford,Tennessee,US,America/Chicago,615
Lighthouse Counseling and,Mental Health Services310 Uptown SquareMurfreesboro, TN 37129,37129,Murfreesboro,Rutherford,Tennessee,US,America/Chicago,615
Trustpoint Hospital,1009 North Thompson LaneMurfreesboro, TN 37129,37129,Murfreesboro,Rutherford,Tennessee,US,America/Chicago,615
Volunteer BH Care Systems,The Guidance Center2126 North Thompson LaneMurfreesboro, TN 37129,37129,Murfreesboro,Rutherford,Tennessee,US,America/Chicago,615
Camelot Care Centers,Metro545 Mainstream DriveSuite 110Nashville, TN 37228,37228,Nashville,Davidson,Tennessee,US,America/Chicago,615
Centerstone Frank Luton Center,1921 Ransom PlaceNashville, TN 37217,37217,Nashville,Davidson,Tennessee,US,America/Chicago,615
Centerstone Venture Circle,Outpatient Clinic230 Venture CircleNashville, TN 37208,37208,Nashville,Davidson,Tennessee,US,America/Chicago,615
Centerstone at White Avenue,Outpatient Clinic2400 White AvenueNashville, TN 37204,37204,Nashville,Davidson,Tennessee,US,America/Chicago,615
